,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.49,49,49,7.49
1,2,44,44,7.64,93,93,7.56
2,3,43,43,7.3,136,136,7.48
3,4,47,47,7.19,183,183,7.4
4,5,42,42,7.19,225,225,7.36
5,6,40,40,6.15,265,265,7.18
6,7,41,41,7.37,306,306,7.21
7,8,40,40,6.65,346,346,7.14
