,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.47,49,49,5.47
1,2,44,44,5.07,93,93,5.28
2,3,47,47,5.96,140,140,5.51
3,4,49,49,5.86,189,189,5.6
4,5,46,46,7.57,235,235,5.98
5,6,46,46,7.04,281,281,6.16
6,7,40,40,8.95,321,321,6.5
7,8,40,40,6.8,361,361,6.54
