,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,8.6,40,40,8.6
1,2,40,40,8.15,80,80,8.38
2,3,50,50,8.0,130,130,8.23
3,4,45,45,10.0,175,175,8.69
