,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.59,49,49,6.59
1,2,44,44,6.41,93,93,6.51
2,3,46,46,5.85,139,139,6.29
3,4,46,46,5.91,185,185,6.19
4,5,39,39,5.77,224,224,6.12
5,6,40,40,5.15,264,264,5.97
6,7,45,45,6.22,309,309,6.01
7,8,38,38,6.21,347,347,6.03
