,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.67,49,49,7.67
1,2,44,44,7.18,93,93,7.44
2,3,49,49,8.24,142,142,7.72
3,4,42,42,8.86,184,184,7.98
4,5,46,46,8.43,230,230,8.07
5,6,41,41,8.8,271,271,8.18
6,7,36,36,7.17,307,307,8.06
7,8,46,46,8.35,353,353,8.1
