,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.63,49,49,6.63
1,2,44,44,6.07,93,93,6.37
2,3,46,46,6.59,139,139,6.44
3,4,46,46,7.04,185,185,6.59
4,5,45,45,6.73,230,230,6.62
5,6,40,40,7.0,270,270,6.67
6,7,45,45,7.29,315,315,6.76
7,8,38,38,7.32,353,353,6.82
