,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.8,49,49,6.8
1,2,44,44,7.34,93,93,7.05
2,3,49,49,7.35,142,142,7.15
3,4,42,42,7.57,184,184,7.25
4,5,46,46,8.8,230,230,7.56
5,6,41,41,8.17,271,271,7.65
6,7,36,36,7.72,307,307,7.66
7,8,46,46,8.48,353,353,7.77
