,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.37,49,49,9.37
1,2,44,44,8.77,93,93,9.09
2,3,43,43,9.3,136,136,9.15
3,4,47,47,8.47,183,183,8.98
4,5,42,42,9.24,225,225,9.03
5,6,40,40,8.48,265,265,8.94
6,7,41,41,8.83,306,306,8.93
7,8,40,40,8.85,346,346,8.92
