,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.71,49,49,7.71
1,2,44,44,6.64,93,93,7.2
2,3,49,49,6.37,142,142,6.92
3,4,42,42,6.43,184,184,6.8
4,5,46,46,6.91,230,230,6.83
5,6,41,41,7.27,271,271,6.89
6,7,36,36,5.5,307,307,6.73
7,8,46,46,6.74,353,353,6.73
