,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.43,49,49,7.43
1,2,44,44,7.36,93,93,7.4
2,3,47,47,6.72,140,140,7.17
3,4,49,49,7.51,189,189,7.26
4,5,52,52,7.19,241,241,7.24
5,6,46,46,7.74,287,287,7.32
6,7,40,40,8.3,327,327,7.44
7,8,40,40,8.4,367,367,7.55
