Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1311MC11,1,2013,CS501,6,AB,CORE
1311MC11,1,2013,CS561,6,AA,Elective I
1311MC11,1,2013,MA501,6,AB,CORE
1311MC11,1,2013,MA509,6,AB,Elective II
1311MC11,1,2013,MA511,6,BB,Elective III
1311MC11,1,2013,MC501,6,AA,CORE
1311MC11,1,2013,MC591,4,AA,CORE
1311MC11,2,2014,CS502,6,AA,Elective IV
1311MC11,2,2014,CS743,6,AB,Elective V
1311MC11,2,2014,HS514,4,BB,CORE
1311MC11,2,2014,MA502,6,AB,CORE
1311MC11,2,2014,MA504,6,AA,CORE
1311MC11,2,2014,MA508,6,AB,Elective VI
1311MC11,2,2014,MC502,6,AA,CORE
1311MC11,2,2014,MC592,4,BB,CORE
1311MC11,3,2014,MA600,10,AB,CORE
1311MC11,3,2014,MA601,40,AA,CORE
1311MC11,4,2015,MA602,45,AA,CORE
