Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1121HS01,1,2010,HS702,6,BB,CREDIT
1121HS01,1,2010,HS731,6,AB,CREDIT
1121HS01,2,2011,HS701,6,BC,CREDIT
1121HS01,2,2011,HS712,4,AB,CREDIT
1121HS01,2,2011,HS732,6,BB,CREDIT
