,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.76,49,49,7.76
1,2,44,44,6.36,93,93,7.1
2,3,46,46,6.3,139,139,6.83
3,4,46,46,6.8,185,185,6.83
4,5,45,45,7.0,230,230,6.86
5,6,40,40,7.1,270,270,6.9
6,7,45,45,4.58,315,315,6.57
7,8,38,38,6.68,353,353,6.58
