,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.47,49,49,9.47
1,2,44,44,9.41,93,93,9.44
2,3,46,46,9.52,139,139,9.47
3,4,46,46,9.74,185,185,9.54
4,5,39,39,9.38,224,224,9.51
5,6,40,40,9.1,264,264,9.45
6,7,45,45,9.73,309,309,9.49
7,8,38,38,9.53,347,347,9.49
