,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.47,49,49,6.47
1,2,44,44,5.75,93,93,6.13
2,3,43,43,6.49,136,136,6.24
3,4,47,47,6.19,183,183,6.23
4,5,42,42,7.14,225,225,6.4
5,6,40,40,7.22,265,265,6.52
6,7,41,41,7.9,306,306,6.71
7,8,40,40,7.95,346,346,6.85
