,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.33,49,49,7.33
1,2,44,44,6.82,93,93,7.09
2,3,43,43,6.67,136,136,6.96
3,4,47,47,6.79,183,183,6.91
4,5,42,42,6.86,225,225,6.9
5,6,40,40,8.55,265,265,7.15
6,7,41,41,6.93,306,306,7.12
7,8,40,40,7.25,346,346,7.14
