,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.96,49,49,6.96
1,2,44,44,5.93,93,93,6.47
2,3,44,44,5.7,137,137,6.23
3,4,44,44,5.16,181,181,5.97
4,5,36,36,6.0,217,217,5.97
5,6,47,47,7.26,264,264,6.2
6,7,40,40,7.35,304,304,6.35
7,8,40,40,6.95,344,344,6.42
