,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.43,49,49,8.43
1,2,44,44,8.27,93,93,8.35
2,3,47,47,8.6,140,140,8.44
3,4,49,49,8.51,189,189,8.46
4,5,52,52,8.54,241,241,8.47
5,6,46,46,7.57,287,287,8.33
6,7,40,40,8.35,327,327,8.33
7,8,40,40,8.55,367,367,8.35
