,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,9.25,40,40,9.25
1,2,44,44,9.05,84,84,9.14
2,3,50,50,9.2,134,134,9.16
3,4,45,45,9.0,179,179,9.12
