,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.61,49,49,8.61
1,2,44,44,8.55,93,93,8.58
2,3,44,44,8.52,137,137,8.56
3,4,44,44,8.0,181,181,8.43
4,5,36,36,7.89,217,217,8.34
5,6,47,47,8.38,264,264,8.34
6,7,40,40,7.75,304,304,8.27
7,8,40,40,8.2,344,344,8.26
