,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.24,49,49,8.24
1,2,44,44,7.09,93,93,7.7
2,3,44,44,7.75,137,137,7.72
3,4,44,44,6.5,181,181,7.42
4,5,36,36,7.22,217,217,7.39
5,6,47,47,8.38,264,264,7.56
6,7,40,40,8.85,304,304,7.73
7,8,40,40,8.5,344,344,7.82
