,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.86,49,49,8.86
1,2,44,44,8.59,93,93,8.73
2,3,46,46,9.22,139,139,8.89
3,4,46,46,9.41,185,185,9.02
4,5,45,45,9.6,230,230,9.13
5,6,40,40,9.4,270,270,9.17
6,7,45,45,9.38,315,315,9.2
7,8,38,38,10.0,353,353,9.29
