,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.98,49,49,6.98
1,2,44,44,6.5,93,93,6.75
2,3,47,47,7.74,140,140,7.09
3,4,49,49,7.53,189,189,7.2
4,5,46,46,7.3,235,235,7.22
5,6,46,46,7.39,281,281,7.25
6,7,40,40,9.05,321,321,7.47
7,8,40,40,8.7,361,361,7.61
