,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.86,49,49,7.86
1,2,44,44,9.09,93,93,8.44
2,3,47,47,8.3,140,140,8.39
3,4,49,49,8.33,189,189,8.38
4,5,52,52,8.54,241,241,8.41
5,6,46,46,8.83,287,287,8.48
6,7,40,40,8.65,327,327,8.5
7,8,40,40,8.7,367,367,8.52
