,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.2,49,49,6.2
1,2,44,44,5.89,93,93,6.05
2,3,47,47,5.6,140,140,5.9
3,4,49,49,6.41,189,189,6.03
4,5,46,46,5.61,235,235,5.95
5,6,46,46,6.09,281,281,5.97
6,7,40,40,7.65,321,321,6.18
7,8,40,40,7.65,361,361,6.34
