,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.47,49,49,6.47
1,2,44,44,6.34,93,93,6.41
2,3,44,44,6.16,137,137,6.33
3,4,44,44,6.02,181,181,6.25
4,5,36,36,7.47,217,217,6.46
5,6,47,47,7.51,264,264,6.64
6,7,40,40,7.9,304,304,6.81
7,8,40,40,8.2,344,344,6.97
