,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.78,49,49,5.78
1,2,44,44,5.27,93,93,5.54
2,3,43,43,5.67,136,136,5.58
3,4,47,47,5.91,183,183,5.67
4,5,42,42,6.26,225,225,5.78
5,6,40,40,6.68,265,265,5.91
6,7,41,41,6.9,306,306,6.05
7,8,40,40,6.85,346,346,6.14
