,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.29,49,49,8.29
1,2,44,44,8.48,93,93,8.38
2,3,43,43,9.0,136,136,8.57
3,4,47,47,8.04,183,183,8.44
4,5,48,48,8.79,231,231,8.51
5,6,40,40,9.28,271,271,8.62
6,7,41,41,8.85,312,312,8.65
7,8,40,40,8.1,352,352,8.59
