,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.63,49,49,8.63
1,2,44,44,8.18,93,93,8.42
2,3,47,47,9.19,140,140,8.68
3,4,49,49,9.49,189,189,8.89
4,5,46,46,9.17,235,235,8.94
5,6,46,46,9.35,281,281,9.01
6,7,40,40,9.55,321,321,9.08
7,8,40,40,8.7,361,361,9.04
