,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,12,12,7.5,12,12,7.5
1,2,4,4,0.0,16,16,5.62
2,3,0,0,,16,16,5.62
3,4,4,4,0.0,20,20,4.5
