,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.61,49,49,7.61
1,2,44,44,7.41,93,93,7.52
2,3,47,47,7.62,140,140,7.55
3,4,49,49,8.39,189,189,7.77
4,5,52,52,7.85,241,241,7.78
5,6,46,46,8.3,287,287,7.87
6,7,40,40,7.65,327,327,7.84
7,8,40,40,7.65,367,367,7.82
