,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,34,34,8.29,34,34,8.29
1,2,44,44,8.41,78,78,8.36
2,3,50,50,8.4,128,128,8.38
3,4,45,45,10.0,173,173,8.8
