,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.59,49,49,9.59
1,2,44,44,9.66,93,93,9.62
2,3,43,43,9.53,136,136,9.6
3,4,47,47,9.74,183,183,9.63
4,5,42,42,10.0,225,225,9.7
5,6,40,40,10.0,265,265,9.75
6,7,41,41,10.0,306,306,9.78
7,8,40,40,9.85,346,346,9.79
