,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.9,49,49,6.9
1,2,44,44,6.86,93,93,6.88
2,3,46,46,7.28,139,139,7.01
3,4,46,46,7.35,185,185,7.1
4,5,39,39,8.08,224,224,7.27
5,6,40,40,7.42,264,264,7.29
6,7,45,45,7.38,309,309,7.3
7,8,40,40,6.75,349,349,7.24
