,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,10,10,8.4,10,10,8.4
1,2,0,0,,10,10,8.4
2,3,6,6,7.0,16,16,7.88
