,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,9.25,40,40,9.25
1,2,40,40,9.7,80,80,9.48
2,3,50,50,10.0,130,130,9.68
3,4,45,45,10.0,175,175,9.76
