,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.04,49,49,8.04
1,2,44,44,8.02,93,93,8.03
2,3,46,46,8.98,139,139,8.35
3,4,46,46,8.93,185,185,8.49
4,5,39,39,8.54,224,224,8.5
5,6,40,40,8.6,264,264,8.52
6,7,45,45,9.02,309,309,8.59
7,8,38,38,8.37,347,347,8.56
