,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.59,49,49,8.59
1,2,44,44,8.2,93,93,8.41
2,3,47,47,8.57,140,140,8.46
3,4,49,49,8.45,189,189,8.46
4,5,52,52,8.31,241,241,8.43
5,6,46,46,7.22,287,287,8.23
6,7,40,40,8.95,327,327,8.32
7,8,40,40,8.95,367,367,8.39
