,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.53,49,49,9.53
1,2,44,44,9.73,93,93,9.62
2,3,46,46,9.3,139,139,9.52
3,4,46,46,9.15,185,185,9.43
4,5,39,39,9.54,224,224,9.45
5,6,40,40,8.02,264,264,9.23
6,7,45,45,8.27,309,309,9.09
7,8,38,38,9.37,347,347,9.12
