,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,9.4,40,40,9.4
1,2,44,44,9.23,84,84,9.31
2,3,50,50,10.0,134,134,9.57
3,4,45,45,10.0,179,179,9.68
