,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.27,49,49,6.27
1,2,44,44,6.89,93,93,6.56
2,3,47,47,6.74,140,140,6.62
3,4,49,49,7.69,189,189,6.9
4,5,46,46,7.26,235,235,6.97
5,6,46,46,7.7,281,281,7.09
6,7,40,40,8.2,321,321,7.23
7,8,40,40,8.55,361,361,7.37
