,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,7.3,40,40,7.3
1,2,44,44,7.32,84,84,7.31
2,3,50,50,7.8,134,134,7.49
3,4,45,45,8.0,179,179,7.62
