,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,16,16,8.88,16,16,8.88
1,2,18,18,8.33,34,34,8.59
2,3,6,6,9.0,40,40,8.65
