,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.22,49,49,5.22
1,2,44,44,5.39,93,93,5.3
2,3,43,43,5.23,136,136,5.28
3,4,47,47,5.57,183,183,5.36
4,5,42,42,5.45,225,225,5.37
5,6,40,40,5.28,265,265,5.36
6,7,41,41,6.29,306,306,5.48
7,8,40,40,7.4,346,346,5.71
