,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.04,49,49,8.04
1,2,44,44,8.07,93,93,8.05
2,3,46,46,8.63,139,139,8.24
3,4,46,46,8.11,185,185,8.21
4,5,45,45,6.87,230,230,7.95
5,6,40,40,7.32,270,270,7.86
6,7,45,45,7.38,315,315,7.79
7,8,38,38,7.74,353,353,7.78
