,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.1,49,49,9.1
1,2,44,44,8.3,93,93,8.72
2,3,46,46,9.37,139,139,8.94
3,4,46,46,9.74,185,185,9.14
4,5,39,39,9.46,224,224,9.19
5,6,40,40,9.85,264,264,9.29
6,7,45,45,10.0,309,309,9.39
7,8,38,38,9.68,347,347,9.43
