,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.96,49,49,7.96
1,2,44,44,7.3,93,93,7.65
2,3,47,47,7.66,140,140,7.65
3,4,49,49,7.73,189,189,7.67
4,5,46,46,8.78,235,235,7.89
5,6,46,46,9.78,281,281,8.2
6,7,40,40,8.85,321,321,8.28
7,8,40,40,8.65,361,361,8.32
