,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.76,49,49,7.76
1,2,44,44,8.32,93,93,8.02
2,3,43,43,7.67,136,136,7.91
3,4,47,47,7.49,183,183,7.8
4,5,42,42,8.64,225,225,7.96
5,6,40,40,8.68,265,265,8.07
6,7,41,41,8.51,306,306,8.13
7,8,40,40,8.6,346,346,8.18
