,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.76,49,49,7.76
1,2,44,44,7.07,93,93,7.43
2,3,43,43,6.98,136,136,7.29
3,4,47,47,6.38,183,183,7.05
4,5,48,48,5.94,231,231,6.82
5,6,40,40,5.42,271,271,6.62
6,7,41,41,5.46,312,312,6.46
7,8,40,40,6.35,352,352,6.45
