,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.84,49,49,6.84
1,2,44,44,7.07,93,93,6.95
2,3,47,47,7.17,140,140,7.02
3,4,49,49,6.35,189,189,6.85
4,5,46,46,6.04,235,235,6.69
5,6,46,46,6.74,281,281,6.7
6,7,40,40,8.35,321,321,6.9
7,8,40,40,8.5,361,361,7.08
