,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.18,49,49,8.18
1,2,44,44,8.39,93,93,8.28
2,3,47,47,7.66,140,140,8.07
3,4,49,49,7.96,189,189,8.04
4,5,46,46,8.91,235,235,8.21
5,6,46,46,8.96,281,281,8.33
6,7,40,40,8.2,321,321,8.32
7,8,40,40,8.05,361,361,8.29
