,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.76,49,49,6.76
1,2,44,44,6.66,93,93,6.71
2,3,43,43,7.44,136,136,6.94
3,4,47,47,6.87,183,183,6.92
4,5,48,48,6.42,231,231,6.82
5,6,40,40,6.38,271,271,6.75
6,7,41,41,8.1,312,312,6.93
7,8,40,40,8.1,352,352,7.06
