,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.0,49,49,8.0
1,2,44,44,7.66,93,93,7.84
2,3,47,47,7.04,140,140,7.57
3,4,49,49,7.41,189,189,7.53
4,5,52,52,7.12,241,241,7.44
5,6,46,46,7.43,287,287,7.44
6,7,40,40,8.1,327,327,7.52
7,8,40,40,8.1,367,367,7.58
